406088|||매화는 꺾이지 않는다.\n설령 그게 다른 세계더라도\n표지는 네이버 시리즈 화산귀환 단행본 1권에</entropia>
415562|||\"이 소설의 끝은 제 죽음입니다. 완결을 기다리신다면, 지금 당장 페이지를 덮으십시오.\"\n\"제 숨이 붙어 있는 한 완결은 없습니다. 끝을 보길 원하신다면 차라리 시작조차 하지 마십시오.\"\n \"작가의 심장이 멈춰야만 마침표가 찍힐 소설입니다. 당신이 바라는 \'완결\' 따위는 애초에 존재하지 않습니다.\"\n \"죽음만이 유일한 완결인 소설. 끝을 기대하는 자, 시작도 하지 마라.\""The end of this novel is my death. If you are waiting for the conclusion, close the page right now."\n"As long as I am breathing, there is no conclusion. If you want to see the end, don't even start."\n"It is a novel that will only have a period when the author's heart stops. The 'conclusion' you want does not exist in the first place."\n"A novel where death is the only conclusion. Those who expect an end, don't even start."





























































































































































































































































































































































































































379829||“초면이지만, 당신을 사모하고 있습니다!!”\n“하하! 이 제국 사교계에 저 말고도 미친놈이 계신 줄은 몰랐군요!”\n물론 저런 ‘웃으며 막말하는 소시오패스’ 설정도 내가 쓴거다. 생각해보니까 …오히려 좋다!\n그래. 사실 난 사패가 취향이다. 정확히는 소시오지만, 아무튼 미친놈이 좋다!\n‘에라 모르겠다! 최애야, 욕이나 더 해줘라!!’\n그런데.\n이랬던 최애가, 좀 이상해진다…?|||"We've never met, but I adore you!!" "Haha! I didn't know there was another crazy person in this empire's social circle besides me!" Of course, I wrote the setting for that 'sociopath who laughs and talks trash' too. Come to think of it... it's actually better! Yeah. Actually, I have a thing for sociopaths. To be exact, it's socio, but anyway, I like crazy people! 'Oh well! My favorite, curse at me more!!' But. This favorite of mine, who was like this, is getting a bit strange...?

409514||\"남들은 칼로 무림을 평정할 때, 나는 메스로 범인의 단전(丹田)을 털어버린다.\"|||"When others pacify the Murim with swords, I empty the Dantian of criminals with a scalpel."

377894||악역 영애를 교정시켜야 단두대 엔딩을 피할 수 있다. 하지만...\n"항상 내 곁에 있었잖아요. 내가 무슨 짓을 해도 다 받아줬잖아요. 내가 제일 예쁘다고, 내가 최고라고. 근데 이건 바람이잖아요!"\n가장 위험한 현실은 단두대보다도 내 정조를 위협하는 악역 영애였다.\n애지중지 업어키운 영애가 어째서 나를...?\n*표지와 삽화는 상업적 이용이 가능한 일러스트입니다.|||I have to correct the villainess to avoid the guillotine ending. But... "You were always by my side. You accepted everything I did. You said I was the prettiest, that I was the best. But this is cheating!" The most dangerous reality was the villainess who threatened my chastity more than the guillotine. Why is the young lady I raised with such care doing this to me...? *The cover and illustrations are illustrations available for commercial use.

410951||'회사가 팬덤 갈라치기하는게 맞냐?'\n'올드비들 죽어난다 이것들아!!!!!!!!'\n나온지 10년 된 미소녀 밴드물의 논란가득 신캐릭터.\n그게 바로 나다.|||'Is it right for the company to divide the fandom?' 'The oldbies are dying, you bastards!!!!!!!!' A controversial new character in a 10-year-old beautiful girl band story. That's me.

409869||어떤 기억은 지워져야만 한다.\n어떤 진실은 알면 안 된다.\n레온 프론테는 전장의 인과를 조작한다.\n그리고 그 대가로, 자신을 잃는다.\n기록되지 않은 이름,\n잊힌 제국의 과거.\n이야기는 다시 시작된다.\n기억이 없는 상태에서.|||Some memories must be erased. Some truths must not be known. Leon Fronte manipulates the causality of the battlefield. And in return, he loses himself. An unrecorded name, the forgotten past of the empire. The story begins again. Without memories.

3987||불완전한 평화와 그윽한 혼돈이 공존하는 시대. 역병 의사라 불리우는 모험가와 한 여인의 이야기.\n표지는 chauchauTB님이 그려주셨습니다.|||An era where incomplete peace and deep chaos coexist. The story of an adventurer called a plague doctor and a woman. The cover was drawn by chauchauTB.

405578||여느 때와 같이 암시장에서 약장사를 하고 있었다.\n"너 나랑 일 하나 같이 하자!"\n그 말이 나오기 전 까지는|||I was selling medicine in the black market as usual. "You, let's do a job together!" Until that word came out.

317940||완결\n돈은 참 미학적으로 아름답지 않아? 돈의 아름다움을 완성하는 건 결국 인간이거든. \n[옴니버스형식/노맨스/비정기연재/오리지널성향짙음/지름작/주인공 성별 의미없음/마키마와 혐관/원작붕괴심함/사실 체인소맨 영업하는 거 맞음]\n-\n!! 폭력, 유혈, 그로테스크한 장면이 묘사됩니다!!\n!! 스포일러가 심합니다!!\n!! 불쾌함을 조성하는 코멘트는 무통보 삭제합니다 !!\n!! 해당 소설은 1부까지의 내용만 포함하지 2부와는 전혀 관계없습니다 !!\n-\n돈은 참 미학적으로 아름답지 않아? 돈의 아름다움을 완성하는 건 결국 인간이거든. 인간이 나를 만들고, 나는 인간들의 아이나 다름없어. 그렇기에 이제서야 인정하지만 난 인간이 너무 좋아. 인간이.. 너무 사랑스러워. 그리고..\n인간들에게 사랑받고 싶었어.\n그렇기에 나는 돈의 악마야. 인간들이 어떻게 사용하고 쓰느냐에 따라 달라지는 악마이고, 어떻게 돈을 생각하고 어떤 철학을 가지는 지에 따라 나는 다양한 모습을 하고 있어.\n그러니 날 소중히 대해 줘.\n나도 너희를 소중하게 대할 테니.\n그것이 바로 너희 인간들이 내게 가르쳐 준 미학이자 흔히들 말하는 ' 거래 '아니겠어?\n작품 내용 中 \n-\n☞해당 본 작품 외 작가의 다른 작품 언급시 차단\n☞표지 출처 : 본인\n☞작가 근황 \n -X(트위터) @Mongoooosegose\n-Bulesky(블루스카이)@youaremoo|||Completed. Isn't money aesthetically beautiful? It's humans who complete the beauty of money. [Omnibus format/No romance/Irregular serialization/Strong original tendency/Impulse work/Protagonist's gender meaningless/Hate relationship with Makima/Severe original destruction/Actually, I'm promoting Chainsaw Man] - !! Violence, bloodshed, grotesque scenes are depicted!! !! Spoilers are severe!! !! Comments that cause discomfort will be deleted without notice !! !! This novel only includes the content up to Part 1 and has nothing to do with Part 2 !! - Isn't money aesthetically beautiful? It's humans who complete the beauty of money. Humans made me, and I am no different from humans' children. That's why I admit it now, but I love humans so much. Humans are... so lovely. And... I wanted to be loved by humans. That's why I am the Money Devil. I am a devil that changes depending on how humans use and spend it, and I take on various forms depending on how they think about money and what philosophy they have. So treat me preciously. I will treat you preciously too. Isn't that the aesthetics you humans taught me, and what you often call a 'transaction'? In the work content - ☞ Blocking when mentioning other works of the author other than this work ☞ Cover source: Myself ☞ Author's status - X (Twitter) @Mongoooosegose - Bulesky @youaremoo





















405863|||"Knead with the strength of an Orc, build the oven with the skill of a Dwarf!"\nA bakery owner who went bankrupt in his past life because he couldn't pay the 2.8 million won monthly rent. When he opened his eyes, he found he had been reborn as a half-breed son born to an Orc father and a Dwarf mother?\n"Swords? Axes? That kind of stuff doesn't make money. You need to bake bread to keep the cash flowing!"\nIn 'Kaundra,' a world where using magic even once drains all your stamina, Drald’s 'functional bread'—combining recipes from his past life with the magic engineering of this world—begins to shake the continent.|||
405989|||We've done enough, haven't we?\nI should stop now and get some rest.|||
324506|||A story about entering a battlefield of curses and sorcery, home to the strongest yokai of the Sengoku period.|||
401297|||What, if you're a virgin until you're 30, you can use magic?? Give me a break with that nonsense...\nBut it actually became reality.\nIf I use this overwhelming power, I can do whatever I want!\n...or so I thought, but there was one problem.\nIf I do *that*... won't the magic disappear again??\nI can't accept such uncertainty.\nThe journey of a man digging into the truths of the world to finally get the job done begins.\n(I plan to write this in my spare time for a contest. If a contest opens, I might move it there and set this version to private.)|||
405963|||I was summoned to another world as a hero and killed the Demon King, but these bastards won't send me back to Korea. Oh, really? Then I’ll just rest until I’m a young man again. After lying around, eating, and resting for about 10 years, these guys seem to realize they can't keep this up and are finally telling me to get to work. Time to start job hunting...!|||
285762|||Even so, I cannot end it.\nCarrying the wishes of everyone, I must not give up.\nThe cover was drawn by Jijeongi!|||
404928|||In a world with heroes and superpowered individuals, I am powerless.\n※ This cover was created using AI.|||
404095|||After being discharged from the military, I was an ordinary 22-year-old college student with no dreams, no goals, and nothing to do but wait for the day to return to school. One day, I discovered a game called 'Your Blight.'\nWith its breathtakingly intricate story, captivating dark fantasy world, charming companions who felt like they were alive and breathing with detailed interactions, and NPCs I could either kill or save—I was soon captivated by this world and made it my life's companion. Just before becoming a hardcore veteran player, I wanted to change the ending, so I went beyond being a fan; I tinkered with the game, used cheats and mods, and eventually even started making my own mods to enjoy it.\nAfter I started making mods and created dozens of them, just as I was about to make a final mod to change the ending of 'Your Blight'—\nPerhaps because of my excessive, game-breaking playstyle, the accumulation of multiple playthroughs, my reckless tampering with game files, or perhaps because I incurred the wrath of the developers by not respecting their hard work—\nAfter applying the story-changing mod, a massive update for the game was released before I could even try it.\nAfter the massive update, my game files were completely corrupted, and I eventually left the game, feeling a sense of emptiness.\nNot long after, I woke up in the protagonist's cabin inside 'Your Blight'—the very save file that had been wiped away just a short while ago.|||
390877|||There was a dead game that kept running strange ads for 13 years.\n#Changed the title.|||
272101|||"My name is Saitama, and I'm a guy who does hero work as a hobby."|||
403423|||Male Lead: A fallen genius swordsman of a prestigious family. He was struck by a demon and branded with a dark seal.\nFemale Lead: The last bloodline of an extinct beast-kin tribe. She is looking for a mate to spend her heat cycle with.|||
402732|||I ended up entering the academy at a late age.\nThe problem is that I'm terminally ill.|||
